,open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore,date_open_time,date_close_time
0,1553472000000,0.03,0.04,0.02236,0.02423,3386556692.8,1553558399999,85504774.483748,143292,1898404916.7,48164911.917549,0,2019-03-25,2019-03-25 23:59:59.999
1,1553558400000,0.0242,0.02479,0.01761,0.01814,2153929585.2,1553644799999,47367704.713504,62767,1442959672.2,32722259.32547,0,2019-03-26,2019-03-26 23:59:59.999
2,1553644800000,0.01814,0.02488,0.01653,0.02277,1576808988.3,1553731199999,32372009.86617,95953,760939400.1,15673210.621157,0,2019-03-27,2019-03-27 23:59:59.999
3,1553731200000,0.02275,0.02388,0.02104,0.02293,754926790.1,1553817599999,17025929.877784,60023,359224622.9,8118556.783525,0,2019-03-28,2019-03-28 23:59:59.999
4,1553817600000,0.02292,0.02471,0.02069,0.02095,928831985.5,1553903999999,20959578.916628,66552,555180633.9,12623046.270875,0,2019-03-29,2019-03-29 23:59:59.999
5,1553904000000,0.02098,0.02187,0.01929,0.02018,378045855.8,1553990399999,7707150.977855,35853,204968831.1,4184489.400225,0,2019-03-30,2019-03-30 23:59:59.999
6,1553990400000,0.02019,0.02108,0.01949,0.01967,134442726.6,1554076799999,2726410.832179,13985,67133398.2,1368123.629209,0,2019-03-31,2019-03-31 23:59:59.999
7,1554076800000,0.01965,0.02009,0.01881,0.01935,184913764.4,1554163199999,3615897.359498,23791,76064718.2,1489784.116314,0,2019-04-01,2019-04-01 23:59:59.999
8,1554163200000,0.01933,0.0226,0.01901,0.02007,454816118.6,1554249599999,9401596.369038,33772,217234781.9,4494961.829881,0,2019-04-02,2019-04-02 23:59:59.999
9,1554249600000,0.02006,0.02099,0.01736,0.01881,307329249.0,1554335999999,6060802.815418,21191,123524362.2,2441555.308929,0,2019-04-03,2019-04-03 23:59:59.999
10,1554336000000,0.01881,0.01979,0.018,0.01883,128659390.6,1554422399999,2409668.283714,14497,66345053.5,1245189.169183,0,2019-04-04,2019-04-04 23:59:59.999
11,1554422400000,0.01885,0.01986,0.01859,0.019,86810288.9,1554508799999,1663296.872748,8953,44766751.3,859122.135374,0,2019-04-05,2019-04-05 23:59:59.999
12,1554508800000,0.01898,0.01935,0.01813,0.01835,217721772.4,1554595199999,4099589.127856,9355,153356010.0,2896915.089661,0,2019-04-06,2019-04-06 23:59:59.999
13,1554595200000,0.01835,0.01895,0.01806,0.01857,83665025.5,1554681599999,1552605.385934,7537,41673316.4,773960.975205,0,2019-04-07,2019-04-07 23:59:59.999
14,1554681600000,0.01855,0.01885,0.01693,0.01754,126850648.7,1554767999999,2268336.504502,12094,56544111.1,1015971.314942,0,2019-04-08,2019-04-08 23:59:59.999
15,1554768000000,0.01754,0.02005,0.01655,0.01806,389787109.6,1554854399999,7217795.783939,35148,194187457.1,3598345.845469,0,2019-04-09,2019-04-09 23:59:59.999
16,1554854400000,0.01805,0.01955,0.01708,0.01796,210663746.1,1554940799999,3847188.462793,21343,94609731.1,1738996.503271,0,2019-04-10,2019-04-10 23:59:59.999
17,1554940800000,0.01796,0.01896,0.01673,0.01789,229916276.0,1555027199999,4102090.032368,20559,112039595.6,2007991.757658,0,2019-04-11,2019-04-11 23:59:59.999
