,open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore,date_open_time,date_close_time
0,1566864000000,0.0012,0.001284,0.0011,0.001191,41490779.0,1566950399999,50507.558496,576,20716550.0,25308.935581,0,2019-08-27,2019-08-27 23:59:59.999
1,1566950400000,0.001191,0.001213,0.001039,0.001089,14602306.0,1567036799999,15971.852547,189,3917123.0,4309.524776,0,2019-08-28,2019-08-28 23:59:59.999
2,1567036800000,0.001089,0.001089,0.000948,0.001028,20405746.0,1567123199999,20831.226993,342,8868742.0,9117.512955,0,2019-08-29,2019-08-29 23:59:59.999
3,1567123200000,0.001039,0.001069,0.000911,0.00104,20376733.0,1567209599999,20995.575266,486,9611803.0,9992.231754,0,2019-08-30,2019-08-30 23:59:59.999
4,1567209600000,0.001031,0.00107,0.001002,0.00104,13414385.0,1567295999999,13749.343605,219,7689426.0,7882.208589,0,2019-08-31,2019-08-31 23:59:59.999
5,1567296000000,0.00104,0.001051,0.000975,0.001025,12303821.0,1567382399999,12348.019002,230,6310297.0,6300.001301,0,2019-09-01,2019-09-01 23:59:59.999
6,1567382400000,0.00103,0.001054,0.000976,0.001007,14526728.0,1567468799999,14613.500066,305,5584431.0,5631.342582,0,2019-09-02,2019-09-02 23:59:59.999
7,1567468800000,0.001019,0.001102,0.001,0.001055,40005589.0,1567555199999,41612.972562,728,21488852.0,22359.912182,0,2019-09-03,2019-09-03 23:59:59.999
8,1567555200000,0.001055,0.001071,0.00102,0.001031,5931918.0,1567641599999,6159.113702,139,1953906.0,2024.972536,0,2019-09-04,2019-09-04 23:59:59.999
9,1567641600000,0.001049,0.001058,0.000992,0.001011,14154269.0,1567727999999,14375.597863,179,8790031.0,8939.900566,0,2019-09-05,2019-09-05 23:59:59.999
10,1567728000000,0.001012,0.001052,0.000986,0.001022,15293952.0,1567814399999,15581.6934,177,11827439.0,12065.002616,0,2019-09-06,2019-09-06 23:59:59.999
11,1567814400000,0.001022,0.001054,0.000993,0.001054,11756653.0,1567900799999,12121.901287,173,4920417.0,5087.299182,0,2019-09-07,2019-09-07 23:59:59.999
12,1567900800000,0.001057,0.00109,0.00104,0.00107,16961693.0,1567987199999,17965.765268,237,8387934.0,8912.053257,0,2019-09-08,2019-09-08 23:59:59.999
13,1567987200000,0.001078,0.00131,0.001021,0.001196,108691954.0,1568073599999,128822.658224,860,37214580.0,44491.711476,0,2019-09-09,2019-09-09 23:59:59.999
