open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore,date_open_time,date_close_time
1566864000000,0.00960000,0.00964800,0.00763300,0.00828200,17105576.00000000,1566950399999,145003.81754000,1367,6869316.00000000,58567.32934700,0,2019-08-27,2019-08-27 23:59:59.999
1566950400000,0.00828200,0.00871000,0.00641200,0.00702800,23243899.00000000,1567036799999,183356.96682300,2057,7887149.00000000,63884.98191100,0,2019-08-28,2019-08-28 23:59:59.999
1567036800000,0.00702800,0.00724600,0.00620900,0.00637600,7804558.00000000,1567123199999,51267.41642700,666,1776947.00000000,11712.75423100,0,2019-08-29,2019-08-29 23:59:59.999
1567123200000,0.00637900,0.00745100,0.00620000,0.00706400,13005675.00000000,1567209599999,88669.56570400,1204,5117432.00000000,34930.88192700,0,2019-08-30,2019-08-30 23:59:59.999
1567209600000,0.00704200,0.00738000,0.00606800,0.00633500,14896342.00000000,1567295999999,99783.77818500,1535,4586630.00000000,30627.10785700,0,2019-08-31,2019-08-31 23:59:59.999
1567296000000,0.00633500,0.00655100,0.00592900,0.00609900,4515830.00000000,1567382399999,28283.39032100,587,940799.00000000,5902.97909500,0,2019-09-01,2019-09-01 23:59:59.999
1567382400000,0.00609600,0.00665000,0.00593100,0.00626900,4133300.00000000,1567468799999,25584.53368700,719,1512864.00000000,9438.48199600,0,2019-09-02,2019-09-02 23:59:59.999
1567468800000,0.00626900,0.00626900,0.00569900,0.00588100,14787597.00000000,1567555199999,86527.47771400,1292,4208429.00000000,24703.98391800,0,2019-09-03,2019-09-03 23:59:59.999
1567555200000,0.00584900,0.00594900,0.00516300,0.00573400,7649721.00000000,1567641599999,44281.15330900,556,2434097.00000000,14270.46810100,0,2019-09-04,2019-09-04 23:59:59.999
1567641600000,0.00572000,0.00579500,0.00548500,0.00566500,2479410.00000000,1567727999999,13970.36180600,374,905353.00000000,5144.43258500,0,2019-09-05,2019-09-05 23:59:59.999
1567728000000,0.00566500,0.00574400,0.00507700,0.00533300,3438377.00000000,1567814399999,18291.14177000,602,1246533.00000000,6761.28362700,0,2019-09-06,2019-09-06 23:59:59.999
1567814400000,0.00530900,0.00670000,0.00510100,0.00618300,19782384.00000000,1567900799999,120895.77365200,1655,9950443.00000000,60856.96013600,0,2019-09-07,2019-09-07 23:59:59.999
1567900800000,0.00618300,0.00657000,0.00585500,0.00594600,9628623.00000000,1567987199999,59194.33146200,1016,3582466.00000000,22452.25820900,0,2019-09-08,2019-09-08 23:59:59.999
1567987200000,0.00602000,0.00660000,0.00570600,0.00617300,9922956.00000000,1568073599999,60867.01633500,888,3990688.00000000,24638.41824400,0,2019-09-09,2019-09-09 23:59:59.999
1568073600000,0.00630900,0.01114600,0.00603000,0.00900900,72044441.00000000,1568159999999,597498.42994100,4518,37004296.00000000,301036.72051100,0,2019-09-10,2019-09-10 23:59:59.999
1568160000000,0.00900900,0.01021300,0.00655800,0.00669100,110018138.00000000,1568246399999,918873.92741600,5441,42240659.00000000,357126.27189500,0,2019-09-11,2019-09-11 23:59:59.999
1568246400000,0.00673000,0.00718300,0.00643400,0.00676200,35715608.00000000,1568332799999,244179.93714000,2203,14274519.00000000,97391.96180800,0,2019-09-12,2019-09-12 23:59:59.999
1568332800000,0.00674900,0.00870000,0.00665900,0.00818600,56402409.00000000,1568419199999,453533.06804300,3561,27147399.00000000,217537.80272000,0,2019-09-13,2019-09-13 23:59:59.999
1568419200000,0.00819400,0.00889200,0.00771800,0.00805000,29919952.00000000,1568505599999,248127.19313300,1901,14888165.00000000,123851.19119500,0,2019-09-14,2019-09-14 23:59:59.999
1568505600000,0.00805000,0.00825700,0.00780000,0.00797900,8274341.00000000,1568591999999,66059.58595600,785,3448223.00000000,27736.24483800,0,2019-09-15,2019-09-15 23:59:59.999
1568592000000,0.00792800,0.00965300,0.00780000,0.00908200,27918940.00000000,1568678399999,245249.24741900,2062,14558851.00000000,128828.86191600,0,2019-09-16,2019-09-16 23:59:59.999
1568678400000,0.00908400,0.02629900,0.00886700,0.01338700,164651419.00000000,1568764799999,2558374.48422100,14762,73191761.00000000,1106610.51892700,0,2019-09-17,2019-09-17 23:59:59.999
1568764800000,0.01338600,0.01694500,0.01150000,0.01219200,216972674.00000000,1568851199999,3034383.82386700,12829,92734961.00000000,1308159.75477400,0,2019-09-18,2019-09-18 23:59:59.999
1568851200000,0.01219200,0.01228800,0.01060000,0.01095100,38766006.00000000,1568937599999,433713.53264600,2768,16171984.00000000,181706.91414000,0,2019-09-19,2019-09-19 23:59:59.999
1568937600000,0.01098100,0.01183600,0.01054300,0.01165700,27034900.00000000,1569023999999,298889.04045800,2508,12489458.00000000,138436.88559000,0,2019-09-20,2019-09-20 23:59:59.999
1569024000000,0.01163100,0.01237700,0.01070500,0.01105100,31333389.00000000,1569110399999,359939.44150200,3285,15416611.00000000,178073.33832900,0,2019-09-21,2019-09-21 23:59:59.999
1569110400000,0.01104400,0.01121400,0.01020800,0.01022200,12466453.00000000,1569196799999,132284.71056200,1156,5501006.00000000,58350.85527000,0,2019-09-22,2019-09-22 23:59:59.999
1569196800000,0.01020800,0.01065000,0.00908300,0.00963000,25798257.00000000,1569283199999,249749.38320000,2253,12394492.00000000,120368.76903200,0,2019-09-23,2019-09-23 23:59:59.999
1569283200000,0.00965400,0.01259500,0.00724300,0.00903100,113018916.00000000,1569369599999,1211687.39071500,7067,52387257.00000000,562080.97248700,0,2019-09-24,2019-09-24 23:59:59.999
1569369600000,0.00898000,0.01026500,0.00849400,0.00959000,30474257.00000000,1569455999999,290357.13517800,2755,14179450.00000000,135105.09749100,0,2019-09-25,2019-09-25 23:59:59.999
1569456000000,0.00959000,0.01200000,0.00948500,0.01145900,102649012.00000000,1569542399999,1122184.25145500,5913,48641532.00000000,531076.22181800,0,2019-09-26,2019-09-26 23:59:59.999
1569542400000,0.01139900,0.01230100,0.01040000,0.01197500,56043453.00000000,1569628799999,635956.86931500,4646,24567930.00000000,280408.04115600,0,2019-09-27,2019-09-27 23:59:59.999
1569628800000,0.01183100,0.01470000,0.01112500,0.01289500,114738319.00000000,1569715199999,1463915.66747800,5935,46279154.00000000,588610.42653200,0,2019-09-28,2019-09-28 23:59:59.999
1569715200000,0.01280800,0.01292000,0.01083100,0.01127700,36686110.00000000,1569801599999,429665.09780200,3026,16042279.00000000,186953.89911000,0,2019-09-29,2019-09-29 23:59:59.999
1569801600000,0.01146400,0.01192300,0.01008000,0.01130200,38020529.00000000,1569887999999,422594.65665100,3345,14244824.00000000,159042.78106400,0,2019-09-30,2019-09-30 23:59:59.999
