open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore,date_open_time,date_close_time
1561939200000,0.03150000,0.03800000,0.02600000,0.02797000,14645034.90000000,1562025599999,433566.43470600,2300,4365175.70000000,127852.42443400,0,2019-07-01,2019-07-01 23:59:59.999
1562025600000,0.02797000,0.02862000,0.02469000,0.02615000,9453040.00000000,1562111999999,246296.86743600,2185,4363899.50000000,113827.14345800,0,2019-07-02,2019-07-02 23:59:59.999
1562112000000,0.02612000,0.02875000,0.02549000,0.02597000,5951143.00000000,1562198399999,159162.61031600,1423,2023624.40000000,54151.22519300,0,2019-07-03,2019-07-03 23:59:59.999
1562198400000,0.02590000,0.02623000,0.02403000,0.02417000,5080951.30000000,1562284799999,127174.06761600,1332,1787194.50000000,44948.26272100,0,2019-07-04,2019-07-04 23:59:59.999
1562284800000,0.02456000,0.02720000,0.02350000,0.02446000,6012946.20000000,1562371199999,150095.87005100,1597,1877051.40000000,46976.33251600,0,2019-07-05,2019-07-05 23:59:59.999
1562371200000,0.02447000,0.02500000,0.02387000,0.02457000,3143111.80000000,1562457599999,76870.35521300,824,830474.50000000,20386.73884300,0,2019-07-06,2019-07-06 23:59:59.999
1562457600000,0.02434000,0.02700000,0.02427000,0.02550000,3753741.20000000,1562543999999,95619.63818300,905,1241345.00000000,31663.82646100,0,2019-07-07,2019-07-07 23:59:59.999
1562544000000,0.02550000,0.03080000,0.02537000,0.02870000,15877395.70000000,1562630399999,450438.38449000,3963,6835605.20000000,195180.45250200,0,2019-07-08,2019-07-08 23:59:59.999
1562630400000,0.02871000,0.02917000,0.02463000,0.02567000,8842982.20000000,1562716799999,233780.93792800,2131,3433990.60000000,90948.08832400,0,2019-07-09,2019-07-09 23:59:59.999
1562716800000,0.02577000,0.02612000,0.02200000,0.02274000,7566109.70000000,1562803199999,179681.70959900,1394,1760713.60000000,41381.34119200,0,2019-07-10,2019-07-10 23:59:59.999
1562803200000,0.02274000,0.02285000,0.01995000,0.02015000,2643467.50000000,1562889599999,55361.05347300,751,891798.50000000,18665.61547500,0,2019-07-11,2019-07-11 23:59:59.999
1562889600000,0.02000000,0.02400000,0.01980000,0.02182000,6722674.70000000,1562975999999,149006.57388500,1248,2378854.20000000,52390.60088100,0,2019-07-12,2019-07-12 23:59:59.999
1562976000000,0.02181000,0.02300000,0.02033000,0.02147000,3958335.90000000,1563062399999,86088.78828000,1234,1539750.10000000,33677.30324000,0,2019-07-13,2019-07-13 23:59:59.999
1563062400000,0.02158000,0.02178000,0.01873000,0.01925000,2308221.60000000,1563148799999,45990.98485300,769,853271.50000000,17149.14371200,0,2019-07-14,2019-07-14 23:59:59.999
1563148800000,0.01884000,0.01951000,0.01701000,0.01940000,4553658.20000000,1563235199999,82748.75378100,976,1407595.10000000,25856.69253500,0,2019-07-15,2019-07-15 23:59:59.999
1563235200000,0.01939000,0.01960000,0.01499000,0.01563000,5151487.80000000,1563321599999,90218.87172700,1392,1878388.20000000,33671.34001600,0,2019-07-16,2019-07-16 23:59:59.999
1563321600000,0.01565000,0.01848000,0.01468000,0.01663000,6341280.80000000,1563407999999,102257.68402400,1246,2825070.10000000,46029.27221300,0,2019-07-17,2019-07-17 23:59:59.999
1563408000000,0.01666000,0.01866000,0.01594000,0.01791000,10547741.70000000,1563494399999,183399.38207800,2107,4215662.10000000,73517.99681400,0,2019-07-18,2019-07-18 23:59:59.999
1563494400000,0.01786000,0.01998000,0.01750000,0.01910000,8371290.60000000,1563580799999,154291.13432300,1246,2571318.50000000,48140.68517300,0,2019-07-19,2019-07-19 23:59:59.999
